SiteID;Country;Latitude;Longitude;Eastings_X;Northings_Y;Region;Site;Architecture;LabNumber;C14;STD;Delta13C;Delta15N;MarineResources;AquaticResources;DeltaR;DeltaRErr;Curve;Food.source;Material;Context;Source;MainBibliography;Bibliography;Observations
S160;Spain;39,75;3,3033;1555474;4473090;East;SAigua Dolca;Dolmen;UtC-4744;3460;40;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;Meat and vegetables. Low indices of marine resources;Human bone;Chamber;Mico Perez  2005/Van Strydonck et al 2005;n/a;Mico Perez  2005/Van Strydonck et al 2005;n/a
S161;Spain;42,56283144;-2,594060968;1025917;4732199;Ebro basin;San MartÌn;Dolmen;OxA-X-2626-36;4780;31;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;n/a;Fernandez Eraso, Mujika Alustiza 2015;n/a;Fernandez Eraso, Mujika Alustiza 2015;n/a
S161;Spain;42,56283144;-2,594060968;1025917;4732199;Ebro basin;San MartÌn;Dolmen;OxA-X-2627-24;4896;32;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;n/a;Fernandez Eraso, Mujika Alustiza 2015;n/a;Fernandez Eraso, Mujika Alustiza 2015;n/a
S161;Spain;42,56283144;-2,594060968;1025917;4732199;Ebro basin;San MartÌn;Dolmen;OxA-X-2627-25;4806;34;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;n/a;Fernandez Eraso, Mujika Alustiza 2015;n/a;Fernandez Eraso, Mujika Alustiza 2015;n/a
S161;Spain;42,56283144;-2,594060968;1025917;4732199;Ebro basin;San MartÌn;Dolmen;Beta-273269;4800;40;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;n/a;Fernandez Eraso, Mujika Alustiza 2015;n/a;Fernandez Eraso, Mujika Alustiza 2015;n/a
S161;Spain;42,56283144;-2,594060968;1025917;4732199;Ebro basin;San MartÌn;Dolmen;Beta-339342;4650;30;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Ritual punch;Fernandez Eraso, Mujika Alustiza 2015;n/a;Fernandez Eraso, Mujika Alustiza 2015;n/a
S161;Spain;42,56283144;-2,594060968;1025917;4732199;Ebro basin;San MartÌn;Dolmen;Beta-339342[bis];5380;40;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Ritual scraper;Fernandez Eraso, Mujika Alustiza 2015;n/a;Fernandez Eraso, Mujika Alustiza 2015;n/a
S162;Spain;42,59382637;-2,05309984;1070062;4739161;North;San Pelayo;Cist;Beta 381101;3400;30;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Human bone;Chamber;Sesma et al 2014/Mujika Alustiza et al 2016;n/a;Sesma et al 2014/Mujika Alustiza et al 2016;n/a
S162;Spain;42,59382637;-2,05309984;1070062;4739161;North;San Pelayo;Cist;I-16858;3270;90;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;n/a;Sesma et al 2014/Mujika Alustiza et al 2016;n/a;Sesma et al 2014/Mujika Alustiza et al 2016;n/a
S162;Spain;42,59382637;-2,05309984;1070062;4739161;North;San Pelayo;Cist;Beta-392699;3280;30;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Human bone;Skull. Pit deposit no. 11;Sesma et al 2014/Mujika Alustiza et al 2016;n/a;Sesma et al 2014/Mujika Alustiza et al 2016;n/a
S162;Spain;42,59382637;-2,05309984;1070062;4739161;North;San Pelayo;Cist;Beta-392698;3640;30;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;Trench 8;Sesma et al 2014/Mujika Alustiza et al 2016;n/a;Sesma et al 2014/Mujika Alustiza et al 2016;n/a
S163;Portugal;38,4351;-7,4419;635988;4255241;South;Santa Margarida 3;Passage grave;Beta-166421;3730;40;-20,6;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Human bone;Chamber;GonÁalvez 2003;n/a;GonÁalvez 2003;n/a
S163;Portugal;38,4351;-7,4419;635988;4255241;South;Santa Margarida 3;Passage grave;Beta-166423;4100;40;-20,5;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Human bone;Chamber;GonÁalvez 2003;n/a;GonÁalvez 2003;n/a
S163;Portugal;38,4351;-7,4419;635988;4255241;South;Santa Margarida 3;Passage grave;Beta-166420;3720;50;-20,5;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Human bone;Chamber;GonÁalvez 2003;n/a;GonÁalvez 2003;n/a
S163;Portugal;38,4351;-7,4419;635988;4255241;South;Santa Margarida 3;Passage grave;Beta-176896;4170;40;-20,2;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Human bone;Chamber;GonÁalvez 2003;n/a;GonÁalvez 2003;n/a
S163;Portugal;38,4351;-7,4419;635988;4255241;South;Santa Margarida 3;Passage grave;Beta-166422;4270;40;-20;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Human bone;Chamber;GonÁalvez 2003;n/a;GonÁalvez 2003;n/a
S163;Portugal;38,4351;-7,4419;635988;4255241;South;Santa Margarida 3;Passage grave;Beta-166416;4270;40;-19,8;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Human bone;Chamber;GonÁalvez 2003;n/a;GonÁalvez 2003;n/a
S163;Portugal;38,4351;-7,4419;635988;4255241;South;Santa Margarida 3;Passage grave;Beta-176897;4290;40;-19,7;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Human bone;Chamber;GonÁalvez 2003;n/a;GonÁalvez 2003;n/a
S163;Portugal;38,4351;-7,4419;635988;4255241;South;Santa Margarida 3;Passage grave;Beta-166417;3770;40;-19,2;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Human bone;Chamber;GonÁalvez 2003;n/a;GonÁalvez 2003;n/a
S163;Portugal;38,4351;-7,4419;635988;4255241;South;Santa Margarida 3;Passage grave;Beta-166418;3780;40;-19;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Human bone;Chamber;GonÁalvez 2003;n/a;GonÁalvez 2003;n/a
S164;Portugal;41,0233;-7,4417;631011;4542513;Douro/Duero and Mondego basins;Senhora do Monte 3;Passage grave;ICEN-1201;4990;70;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;Corridor;Cruz 1995;n/a;Cruz 1995;n/a
S164;Portugal;41,0233;-7,4417;631011;4542513;Douro/Duero and Mondego basins;Senhora do Monte 3;Passage grave;ICEN-1200;5100;70;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;Corridor;Cruz 1995;n/a;Cruz 1995;n/a
S164;Portugal;41,0233;-7,4417;631011;4542513;Douro/Duero and Mondego basins;Senhora do Monte 3;Passage grave;GrN-21304;5060;50;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;Hearth tumulus;Cruz 1995;n/a;Cruz 1995;n/a
S164;Portugal;41,0233;-7,4417;631011;4542513;Douro/Duero and Mondego basins;Senhora do Monte 3;Passage grave;GrN-20791;5130;40;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;Corridor;Cruz et al 1995;n/a;Cruz et al 1995;n/a
S165;Spain;39,8974;4,1126;1622652;4499565;East;Ses Roques Llises;Passage grave;KIA-21225;2890;25;-19,84;8,36;n/a;n/a;n/a;n/a;intcal20;Meat and vegetables. Low indices of marine resources;Human bone;Chamber;Mico Perez  2005/Van Strydonck et al 2005;n/a;Mico Perez  2005/Van Strydonck et al 2005;n/a
S165;Spain;39,8974;4,1126;1622652;4499565;East;Ses Roques Llises;Passage grave;KIA-20204;3135;35;-19,33;9,02;n/a;n/a;n/a;n/a;intcal20;Meat and vegetables. Low indices of marine resources;Human bone;Chamber;Mico Perez  2005/Van Strydonck et al 2005;n/a;Mico Perez  2005/Van Strydonck et al 2005;n/a
S165;Spain;39,8974;4,1126;1622652;4499565;East;Ses Roques Llises;Passage grave;KIA-18767;2955;30;-19,59;9,63;n/a;n/a;n/a;n/a;intcal20;Meat and vegetables. Low indices of marine resources;Human bone;Chamber;Mico Perez  2005/Van Strydonck et al 2005;n/a;Mico Perez  2005/Van Strydonck et al 2005;n/a
S165;Spain;39,8974;4,1126;1622652;4499565;East;Ses Roques Llises;Passage grave;KIA-18762;3030;40;-20,18;10,36;n/a;n/a;n/a;n/a;intcal20;Meat and vegetables. Low indices of marine resources;Human bone;Chamber;Mico Perez  2005/Van Strydonck et al 2005;n/a;Mico Perez  2005/Van Strydonck et al 2005;n/a
S165;Spain;39,8974;4,1126;1622652;4499565;East;Ses Roques Llises;Passage grave;KIA- 18761;3395;35;-19,21;10,7;n/a;n/a;n/a;n/a;intcal20;Meat and vegetables. Low indices of marine resources;Human bone;Chamber;Mico Perez  2005/Van Strydonck et al 2005;n/a;Mico Perez  2005/Van Strydonck et al 2005;n/a
S166;Spain;37,7278;-5,4822;810040;4181442;South;Setefilla;Megalithic grave;I-11069;3470;95;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;Settlement, level 13;Garcia Sanjuan 2009, 19;n/a;Garc°a Sanjuan 2009, 19/Aubet Semmler et al 1983;n/a
S166;Spain;37,7278;-5,4822;810040;4181442;South;Setefilla;Megalithic grave;I-11070;3520;95;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;Settlement, level 14;Garcia Sanjuan 2009, 19;n/a;Garc°a Sanjuan 2009, 19/Aubet Semmler et al 1983;n/a
S166;Spain;37,7278;-5,4822;810040;4181442;South;Setefilla;Megalithic grave;I-11068;2560;125;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;Settlement, level 12;Aubet Semmler et al 1983;n/a;n/a;n/a
S166;Spain;37,7278;-5,4822;810040;4181442;South;Setefilla;Megalithic grave;I-11067;2490;90;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;Settlement, level 9;Aubet Semmler et al 1983;n/a;n/a;n/a
S166;Spain;37,7278;-5,4822;810040;4181442;South;Setefilla;Megalithic grave;UBA-27570;2557;45;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants mainly;Human bone;Mound A, Tomb 10;Brandherm/Krueger, 2017;n/a;n/a;n/a
S166;Spain;37,7278;-5,4822;810040;4181442;South;Setefilla;Megalithic grave;UBA-27571;2509;31;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants mainly;Human bone;Mound A, Tomb 11;Brandherm/Krueger, 2017;n/a;n/a;n/a
S166;Spain;37,7278;-5,4822;810040;4181442;South;Setefilla;Megalithic grave;UBA-27573;2592;50;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants mainly;Human bone;Mound A, Tomb 13;Brandherm/Krueger, 2017;n/a;n/a;n/a
S166;Spain;37,7278;-5,4822;810040;4181442;South;Setefilla;Megalithic grave;UBA-27574;2451;39;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants mainly;Human bone;Mound A, Tomb 14;Brandherm/Krueger, 2017;n/a;n/a;n/a
S166;Spain;37,7278;-5,4822;810040;4181442;South;Setefilla;Megalithic grave;UBA-27576;2427;33;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants mainly;Human bone;Mound A, Tomb 17;Brandherm/Krueger, 2017;n/a;n/a;n/a
S166;Spain;37,7278;-5,4822;810040;4181442;South;Setefilla;Megalithic grave;UBA-27612;2848;36;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants mainly;Human bone;Mound A, Tomb 18;Brandherm/Krueger, 2017;n/a;n/a;n/a
S166;Spain;37,7278;-5,4822;810040;4181442;South;Setefilla;Megalithic grave;UBA-27577;2442;35;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants mainly;Human bone;Mound A, Tomb 19;Brandherm/Krueger, 2017;n/a;n/a;n/a
S166;Spain;37,7278;-5,4822;810040;4181442;South;Setefilla;Megalithic grave;UBA-27578;2441;29;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants mainly;Human bone;Mound A, Tomb 20;Brandherm/Krueger, 2017;n/a;n/a;n/a
S166;Spain;37,7278;-5,4822;810040;4181442;South;Setefilla;Megalithic grave;UBA-27580;2484;48;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants mainly;Human bone;Mound A, Tomb 22;Brandherm/Krueger, 2017;n/a;n/a;n/a
S166;Spain;37,7278;-5,4822;810040;4181442;South;Setefilla;Megalithic grave;UBA-27583;2517;27;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants mainly;Human bone;Mound A, Tomb 30;Brandherm/Krueger, 2017;n/a;n/a;n/a
S166;Spain;37,7278;-5,4822;810040;4181442;South;Setefilla;Megalithic grave;UBA-27584;2396;42;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants mainly;Human bone;Mound A, Tomb 31;Brandherm/Krueger, 2017;n/a;n/a;n/a
S166;Spain;37,7278;-5,4822;810040;4181442;South;Setefilla;Megalithic grave;UBA-27585;2535;31;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants mainly;Human bone;Mound A, Tomb 32;Brandherm/Krueger, 2017;n/a;n/a;n/a
S166;Spain;37,7278;-5,4822;810040;4181442;South;Setefilla;Megalithic grave;UBA-27586;2438;24;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants mainly;Human bone;Mound A, Tomb 43;Brandherm/Krueger, 2017;n/a;n/a;n/a
S166;Spain;37,7278;-5,4822;810040;4181442;South;Setefilla;Megalithic grave;UBA-27589;2928;31;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants mainly;Human bone;Mound A, Tomb 47;Brandherm/Krueger, 2017;n/a;n/a;n/a
S166;Spain;37,7278;-5,4822;810040;4181442;South;Setefilla;Megalithic grave;UBA-27567;2953;55;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants mainly;Human bone;Mound A, Tomb 5;Brandherm/Krueger, 2017;n/a;n/a;n/a
S166;Spain;37,7278;-5,4822;810040;4181442;South;Setefilla;Megalithic grave;UBA-27590;2466;33;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants mainly;Human bone;Mound A, Tomb 51;Brandherm/Krueger, 2017;n/a;n/a;n/a
S166;Spain;37,7278;-5,4822;810040;4181442;South;Setefilla;Megalithic grave;UBA-27591;2584;35;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants mainly;Human bone;Mound A, Tomb 52;Brandherm/Krueger, 2017;n/a;n/a;n/a
S166;Spain;37,7278;-5,4822;810040;4181442;South;Setefilla;Megalithic grave;UBA-27469;2542;33;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants mainly;Human bone;Mound A, Tomb 8;Brandherm/Krueger, 2017;n/a;n/a;n/a
S166;Spain;37,7278;-5,4822;810040;4181442;South;Setefilla;Megalithic grave;UBA-29076;2446;28;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants mainly;Human bone;Mound B, Tomb 11;Brandherm/Krueger, 2017;n/a;n/a;n/a
S166;Spain;37,7278;-5,4822;810040;4181442;South;Setefilla;Megalithic grave;UBA-27607;2481;25;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants mainly;Human bone;Mound B, Tomb 12;Brandherm/Krueger, 2017;n/a;n/a;n/a
S166;Spain;37,7278;-5,4822;810040;4181442;South;Setefilla;Megalithic grave;UBA-27599;2597;39;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants mainly;Human bone;Mound B, Tomb 2;Brandherm/Krueger, 2017;n/a;n/a;n/a
S166;Spain;37,7278;-5,4822;810040;4181442;South;Setefilla;Megalithic grave;UBA-29077;2431;33;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants mainly;Human bone;Mound B, Tomb 23;Brandherm/Krueger, 2017;n/a;n/a;n/a
S166;Spain;37,7278;-5,4822;810040;4181442;South;Setefilla;Megalithic grave;UBA-27615;2564;49;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants mainly;Human bone;Mound B, Tomb 23;Brandherm/Krueger, 2017;n/a;n/a;n/a
S166;Spain;37,7278;-5,4822;810040;4181442;South;Setefilla;Megalithic grave;UBA-27617;2579;38;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants mainly;Human bone;Mound B, Tomb 26;Brandherm/Krueger, 2017;n/a;n/a;n/a
S166;Spain;37,7278;-5,4822;810040;4181442;South;Setefilla;Megalithic grave;UBA-27618;2555;28;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants mainly;Human bone;Mound B, Tomb 27;Brandherm/Krueger, 2017;n/a;n/a;n/a
S166;Spain;37,7278;-5,4822;810040;4181442;South;Setefilla;Megalithic grave;UBA-27620;2658;38;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants mainly;Human bone;Mound B, Tomb 29;Brandherm/Krueger, 2017;n/a;n/a;n/a
S166;Spain;37,7278;-5,4822;810040;4181442;South;Setefilla;Megalithic grave;UBA-27604;2180;27;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants mainly;Human bone;Mound B, Tomb 8;Brandherm/Krueger, 2017;n/a;n/a;n/a
S167;Portugal;38,1723;-7,6333;619714;4225814;South;Sobreira de Cima 1;Rock-cut-tomb, artificial cave & hypogeum;Sac-2261;4500;50;-18,77;n/a;n/a;n/a;65;20;mixed;Relative high percentages of estuarine/riverine food;Human bone;Chamber;Valera et al 2008/Valera 2013/Carvalho, Rocha 2016;n/a;Valera et al 2008/Valera 2013/Carvalho, Rocha 2016/Lozano Medina 2017;DeltaR values from Monge Soares, Matos Martins 2010
S167;Portugal;38,1723;-7,6333;619714;4225814;South;Sobreira de Cima 1;Rock-cut-tomb, artificial cave & hypogeum;Sac-2260;4530;50;-18,68;n/a;n/a;n/a;65;20;mixed;Relative high percentages of estuarine/riverine food;Human bone;Chamber;Valera et al 2008/Valera 2013/Carvalho, Rocha 2016;n/a;Valera et al 2008/Valera 2013/Carvalho, Rocha 2016/Lozano Medina 2017;DeltaR values from Monge Soares, Matos Martins 2010
S167;Portugal;38,1723;-7,6333;619714;4225814;South;Sobreira de Cima 1;Rock-cut-tomb, artificial cave & hypogeum;Wk-36005;4566;30;-19,46;8,78;7;9;65;20;mixed;Relative high percentages of estuarine/riverine food;Human bone;n/a;Valera 2013/Carvalho, Rocha 2016;Valera 2013;Valera et al 2008/Valera 2013/Carvalho, Rocha 2016/Lozano Medina 2017;DeltaR values from Monge Soares, Matos Martins 2010
S167;Portugal;38,1723;-7,6333;619714;4225814;South;Sobreira de Cima 1;Rock-cut-tomb, artificial cave & hypogeum;Wk-36003;4601;26;-19,45;9,43;7;16;65;20;mixed;Relative high percentages of estuarine/riverine food;Human bone;n/a;Valera 2013/Carvalho, Rocha 2016;Valera 2013;Valera et al 2008/Valera 2013/Carvalho, Rocha 2016/Lozano Medina 2017;DeltaR values from Monge Soares, Matos Martins 2010
S168;Spain;39,754;3,1588;1542984;4471813;East;Son Baulo de Dalt;Dolmen;KIA-13225;3365;30;-19,76;9,03;n/a;n/a;n/a;n/a;intcal20;Meat and vegetables. Low indices of marine resources;Human bone;Chamber;Mico Perez  2005/Van Strydonck et al 2005;n/a;Mico Perez  2005/Van Strydonck et al 2005;n/a
S168;Spain;39,754;3,1588;1542984;4471813;East;Son Baulo de Dalt;Dolmen;KIA-13224;3480;30;-19,57;9,58;n/a;n/a;n/a;n/a;intcal20;Meat and vegetables. Low indices of marine resources;Human bone;Chamber;Mico Perez  2005/Van Strydonck et al 2005;n/a;Mico Perez  2005/Van Strydonck et al 2005;n/a
S168;Spain;39,754;3,1588;1542984;4471813;East;Son Baulo de Dalt;Dolmen;KIA-11903;3305;25;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;Meat and vegetables. Low indices of marine resources;Human bone;Chamber;Mico Perez  2005/Van Strydonck et al 2005;n/a;Mico Perez  2005/Van Strydonck et al 2005;n/a
S168;Spain;39,754;3,1588;1542984;4471813;East;Son Baulo de Dalt;Dolmen;UBAR-385;3470;120;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;Meat and vegetables. Low indices of marine resources;Human bone;Chamber;Mico Perez  2005/Van Strydonck et al 2005;n/a;Mico Perez  2005/Van Strydonck et al 2005;n/a
S169;Spain;36,6992;-4,8497;870820;4069538;South;Tesorillo de la Llan·;Megalithic grave;GrN-26488;3250;40;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Human bone;Burial chamber;"Garciaa Sanjuan 2009, 19; Fernandez, Marquez 2001";n/a;Garcia Sanjuan 2009, 19;n/a
S169;Spain;36,6992;-4,8497;870820;4069538;South;Tesorillo de la Llan·;Megalithic grave;GrN-26475;3250;50;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Human bone;Burial chamber;Garcia Sanjuan et al 2011, Tab 4;n/a;Garcia Sanjuan et al 2011;n/a
S169;Spain;36,6992;-4,8497;870820;4069538;South;Tesorillo de la Llan·;Megalithic grave;GrA-37339;4055;35;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Human bone;Antechamber;Garcia Sanjuan et al 2011;n/a;n/a;n/a
S170;Spain;40,0813;-6,3767;723671;4440078;Tagus and western basins;Tremedal;Passage grave;GrA-15941;4860;60;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;Basement tumulus;Ruiz-Galvez Priego 2000;n/a;Ruiz-Galvez Priego 2000;n/a
S170;Spain;40,0813;-6,3767;723671;4440078;Tagus and western basins;Tremedal;Passage grave;GrA-15903;5000;60;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;Corridor;Ruiz-Galvez Priego 2000;n/a;Ruiz-Galvez Priego 2000;n/a
S171;Spain;42,09985668;-1,471584857;1122690;4688373;Ebro basin;Tres Montes;Rock-cut-tomb, artificial cave & hypogeum;N.R.2b;4330;110;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;n/a;Andres et al 2007;n/a;Andres et al 2007;n/a
S171;Spain;42,09985668;-1,471584857;1122690;4688373;Ebro basin;Tres Montes;Rock-cut-tomb, artificial cave & hypogeum;N.R.2c;4225;65;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Human bone;n/a;Fernandez Eraso et al 2007;n/a;Fernandez Eraso et al 2007;n/a
S171;Spain;42,09985668;-1,471584857;1122690;4688373;Ebro basin;Tres Montes;Rock-cut-tomb, artificial cave & hypogeum;N.R.2a;4080;100;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Human bone;n/a;Fernandez Eraso et al 2007;n/a;Fernandez Eraso et al 2007;n/a
S172;Spain;41,17695193;-2,540366302;1041962;4578560;Douro/Duero and Mondego basins;T˙mulo de la Sima I;Rundgr‰ber & calero tomb;Bln-5349;5048;27;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;n/a;Rojo et al 2008;n/a;Rojo et al 2008;n/a
S172;Spain;41,17695193;-2,540366302;1041962;4578560;Douro/Duero and Mondego basins;T˙mulo de la Sima I;Rundgr‰ber & calero tomb;Bln-5363;5082;31;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;n/a;Rojo et al 2008;n/a;Rojo et al 2008;n/a
S172;Spain;41,17695193;-2,540366302;1041962;4578560;Douro/Duero and Mondego basins;T˙mulo de la Sima I;Rundgr‰ber & calero tomb;Bln-5362;5308;31;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;n/a;Rojo et al 2008;n/a;Rojo et al 2008;n/a
S172;Spain;41,17695193;-2,540366302;1041962;4578560;Douro/Duero and Mondego basins;T˙mulo de la Sima I;Rundgr‰ber & calero tomb;Bln-5376;5001;32;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;n/a;Rojo et al 2008;n/a;Rojo et al 2008;n/a
S172;Spain;41,17695193;-2,540366302;1041962;4578560;Douro/Duero and Mondego basins;T˙mulo de la Sima I;Rundgr‰ber & calero tomb;Bln-5378;5068;33;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;n/a;Rojo et al 2008;n/a;Rojo et al 2008;n/a
S172;Spain;41,17695193;-2,540366302;1041962;4578560;Douro/Duero and Mondego basins;T˙mulo de la Sima I;Rundgr‰ber & calero tomb;Bln-5377;5303;34;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;n/a;Rojo et al 2008;n/a;Rojo et al 2008;n/a
S173;Spain;41,17695193;-2,540366302;1041962;4578560;Douro/Duero and Mondego basins;T˙mulo de la Sima II;Tholos;KIA-21553;4865;23;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Human bone;n/a;Rojo et al 2008;n/a;Rojo et al 2008;n/a
S173;Spain;41,17695193;-2,540366302;1041962;4578560;Douro/Duero and Mondego basins;T˙mulo de la Sima II;Tholos;KIA-18000;3862;25;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Human bone;n/a;Rojo et al 2008;n/a;Rojo et al 2008;n/a
S173;Spain;41,17695193;-2,540366302;1041962;4578560;Douro/Duero and Mondego basins;T˙mulo de la Sima II;Tholos;KIA-21550;4839;27;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Human bone;n/a;Rojo et al 2008;n/a;Rojo et al 2008;n/a
S173;Spain;41,17695193;-2,540366302;1041962;4578560;Douro/Duero and Mondego basins;T˙mulo de la Sima II;Tholos;KIA-21552;4862;27;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Human bone;n/a;Rojo et al 2008;n/a;Rojo et al 2008;n/a
S173;Spain;41,17695193;-2,540366302;1041962;4578560;Douro/Duero and Mondego basins;T˙mulo de la Sima II;Tholos;KIA-21551;4919;28;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Human bone;n/a;Rojo et al 2008;n/a;Rojo et al 2008;n/a
S173;Spain;41,17695193;-2,540366302;1041962;4578560;Douro/Duero and Mondego basins;T˙mulo de la Sima II;Tholos;KIA-17999;3860;30;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Human bone;n/a;Rojo et al 2008;n/a;Rojo et al 2008;n/a
S174;Spain;42,947767;-2,210353;1053974;4777432;Ebro basin;Unanibi;Dolmen;Ua-3589;3085;75;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;n/a;Mujika Alustiza 2017, 95;n/a;Mujika Alustiza 2017, 95;n/a
S174;Spain;42,947767;-2,210353;1053974;4777432;Ebro basin;Unanibi;Dolmen;I-16776;3350;100;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;n/a;Mujika Alustiza 2017, 95;n/a;Mujika Alustiza 2017, 95;n/a
S175;Spain;42,9846702;-2,2124668;1053469;4781518;North;Urrezulko Armurea;Dolmen;GrN-24857;2350;130;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;n/a;Mujika Alustiza 2017, 95;n/a;Mujika Alustiza 2017, 95;n/a
S175;Spain;42,9846702;-2,2124668;1053469;4781518;North;Urrezulko Armurea;Dolmen;GrN-24856;2580;140;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;n/a;Mujika Alustiza 2017, 95;n/a;Mujika Alustiza 2017, 95;n/a
S176;Portugal;38,4958;-8,0609;581893;4261245;South;Vale de Rodrigo 2;Passage grave;Ua-10830;4905;70;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;Settlement layer under grave;Larsson 2000, 450;n/a;Larsson 2000, 450;n/a
