SiteID;Country;Latitude;Longitude;Eastings_X;Northings_Y;Region;Site;Architecture;LabNumber;C14;STD;Delta13C;Delta15N;MarineResources;AquaticResources;DeltaR;DeltaRErr;Curve;Food.source;Material;Context;Source;MainBibliography;Bibliography;Observations
S139;Spain;37,3658;-3,2975;1005165;4150738;South;Panoria;Megalithic grave;ETH-69962;3945;24;-19,2;8,5;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Tomb 10. Second section of the passage. Left femur;Aranda Jimenez et al 2017, Tab 12;n/a;n/a;n/a
S139;Spain;37,3658;-3,2975;1005165;4150738;South;Panoria;Megalithic grave;EHT-69966;3942;24;-21,2;8;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Tomb 10. Funerary chamber. Left femur;Aranda Jimenez et al 2017, Tab 13;n/a;n/a;n/a
S139;Spain;37,3658;-3,2975;1005165;4150738;South;Panoria;Megalithic grave;ETH-69967;3941;24;-19;8,3;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Tomb 10. Funerary chamber. Left femur;Aranda Jimenez et al 2017, Tab 14;n/a;n/a;n/a
S139;Spain;37,3658;-3,2975;1005165;4150738;South;Panoria;Megalithic grave;ETH-69964;3899;24;-20,1;8,8;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Tomb 10. Funerary chamber. Left femur;Aranda Jimenez et al 2017, Tab 15;n/a;n/a;n/a
S139;Spain;37,3658;-3,2975;1005165;4150738;South;Panoria;Megalithic grave;ETH-71515;3886;23;-19,4;9;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Tomb 10. Funerary chamber. Left femur;Aranda Jimenez et al 2017, Tab 16;n/a;n/a;n/a
S139;Spain;37,3658;-3,2975;1005165;4150738;South;Panoria;Megalithic grave;ETH-69965;3718;17;-20,2;9,2;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Tomb 10. First section of passage. Left femur;Aranda Jimenez et al 2017, Tab 17;n/a;n/a;n/a
S139;Spain;37,3658;-3,2975;1005165;4150738;South;Panoria;Megalithic grave;SUERC-72324;3898;30;n/a;8;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Tomb 10. First section of passage. Fibula from a juvenile;Aranda Jimenez et al 2017, Tab 18;n/a;n/a;n/a
S139;Spain;37,3658;-3,2975;1005165;4150738;South;Panoria;Megalithic grave;Beta-448207;3700;30;n/a;9,3;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Tomb 10. Funerary chamber. Left femur;Aranda Jimenez et al 2017, Tab 19;n/a;n/a;n/a
S139;Spain;37,3658;-3,2975;1005165;4150738;South;Panoria;Megalithic grave;ETH-69960;4353;25;-19,8;9,7;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Tomb 6. Funerary chamber. Femur from an adult;Aranda Jimenez et al 2017, Tab 2;n/a;n/a;n/a
S139;Spain;37,3658;-3,2975;1005165;4150738;South;Panoria;Megalithic grave;ETH-71514;4123;23;-20,4;9,1;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Tomb 18. Right humerus from an adult;Aranda Jimenez et al 2017, Tab 20;n/a;n/a;n/a
S139;Spain;37,3658;-3,2975;1005165;4150738;South;Panoria;Megalithic grave;ETH-69961;4608;25;-18,2;9,3;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Tomb 7 funerary chamber. Right humerus from an adult;Aranda Jimenez et al 2017, Tab 3;n/a;n/a;n/a
S139;Spain;37,3658;-3,2975;1005165;4150738;South;Panoria;Megalithic grave;Beta-448208;4550;30;n/a;10,2;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Tomb 7 funerary chamber;Aranda Jimenez et al 2017, Tab 4;n/a;n/a;n/a
S139;Spain;37,3658;-3,2975;1005165;4150738;South;Panoria;Megalithic grave;Beta-448209;3910;30;n/a;9,9;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Tomb 7 funerary chamber. Left radius from an adult;Aranda Jimenez et al 2017, Tab 5;n/a;n/a;n/a
S139;Spain;37,3658;-3,2975;1005165;4150738;South;Panoria;Megalithic grave;ETH-71513;3959;26;-20,6;9,7;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Tomb 8. Funerary chamber (Phase I);Aranda Jimenez et al 2017, Tab 6;n/a;n/a;n/a
S139;Spain;37,3658;-3,2975;1005165;4150738;South;Panoria;Megalithic grave;SUERC-72323;4365;30;n/a;9,4;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Tomb 8. Funerary chamber (Phase I). Right femur from an adult;Aranda Jimenez et al 2017, Tab 7;n/a;n/a;n/a
S139;Spain;37,3658;-3,2975;1005165;4150738;South;Panoria;Megalithic grave;ETH-69963;3993;24;-19,6;8,2;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Tomb 10. Second section of the passage. Left femur;Aranda Jimenez et al 2017, Tab 8;n/a;n/a;n/a
S139;Spain;37,3658;-3,2975;1005165;4150738;South;Panoria;Megalithic grave;ETH-69968;3980;24;-20,1;9;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Tomb 10. Chamber. Left femur;Aranda Jimenez et al 2017, Tab 9;n/a;n/a;n/a
S140;Spain;36,3861;-5,7325;793097;4031734;South;Paraje de Monte Bajo 2;Rock-cut-tomb, artificial cave & hypogeum;Beta-233952;4450;40;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;Tomb 2. Centre of the chamber;Garcia Sanjuan et al 2011;n/a;Garcia Sanjuan et al 2011;n/a
S140;Spain;36,3861;-5,7325;793097;4031734;South;Paraje de Monte Bajo 2;Rock-cut-tomb, artificial cave & hypogeum;Beta-233951;4480;40;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;Tomb 2. Centre of the chamber;Garcia Sanjuan et al 2011;n/a;Garcia Sanjuan et al 2011;n/a
S141;Spain;36,3861;-5,7325;793097;4031734;South;Paraje de Monte Bajo 4;Passage grave;Beta-233956;4220;40;-25,1;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;Tomb 4;Garcia Sanjuan et al 2011;n/a;Garcia Sanjuan et al 2011;n/a
S141;Spain;36,3861;-5,7325;793097;4031734;South;Paraje de Monte Bajo 4;Passage grave;Beta-233955;4210;40;-24;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;Tomb 4;Garcia Sanjuan et al 2011;n/a;Garcia Sanjuan et al 2011;n/a
S142;Portugal;38,1129;-8,7242;524177;4218377;South;Pedra Branca;Megalithic grave;ICEN-1040;4620;60;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Human bone;Chamber;Pardo-Gordo, Carvalho 2020;Soares 2010;Pardo-Gordo, Carvalho 2020/Soares 2010;n/a
S142;Portugal;38,1129;-8,7242;524177;4218377;South;Pedra Branca;Megalithic grave;ICEN-1041;4620;60;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Human bone;Passage;Pardo-Gordo, Carvalho 2020;Soares 2010;Pardo-Gordo, Carvalho 2020/Soares 2010;n/a
S143;Portugal;37,0712;-8,918;507289;4102774;South;Pedra Escorregadia;Megalithic grave;ICEN-1028;3800;100;-19,68;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Chamber;Gomes et al 1994;n/a;Gomes et al 1994;n/a
S143;Portugal;37,0712;-8,918;507289;4102774;South;Pedra Escorregadia;Megalithic grave;ICEN-844;4060;70;-19,44;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Chamber;Gomes et al 1994;n/a;Gomes et al 1994;n/a
S144;Portugal;38,8067;-9,2186;481019;4295348;Tagus and western basins;Pedras Grandes;Dolmen;Beta-205946;4590;40;-19,86;8,37;3,5;5;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Chamber;Boaventura 2009;n/a;Boaventura 2009/Carvalho, Petchey 2013;n/a
S144;Portugal;38,8067;-9,2186;481019;4295348;Tagus and western basins;Pedras Grandes;Dolmen;Beta-234136;4530;40;-19,57;8,58;5;6;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Chamber;Boaventura 2009;n/a;Boaventura 2009/Carvalho, Petchey 2013;n/a
S145;Spain;41,16792868;-2,510618272;1041960;4578559;Douro/Duero and Mondego basins;PeÒa de la Abuela;Rundgr‰ber & calero tomb;KIA-8873;5098;29;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;n/a;Rojo, Kunst 1999;n/a;Rojo, Kunst 1999;n/a
S145;Spain;41,16792868;-2,510618272;1041960;4578559;Douro/Duero and Mondego basins;PeÒa de la Abuela;Rundgr‰ber & calero tomb;Bln-5026;5033;32;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;n/a;Rojo, Kunst 1999;n/a;Rojo, Kunst 1999;n/a
S145;Spain;41,16792868;-2,510618272;1041960;4578559;Douro/Duero and Mondego basins;PeÒa de la Abuela;Rundgr‰ber & calero tomb;Bln-5055;5029;39;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;n/a;Rojo, Kunst 1999;n/a;Rojo, Kunst 1999;n/a
S145;Spain;41,16792868;-2,510618272;1041960;4578559;Douro/Duero and Mondego basins;PeÒa de la Abuela;Rundgr‰ber & calero tomb;Bln-5052;5054;39;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;n/a;Rojo, Kunst 1999;n/a;Rojo, Kunst 1999;n/a
S145;Spain;41,16792868;-2,510618272;1041960;4578559;Douro/Duero and Mondego basins;PeÒa de la Abuela;Rundgr‰ber & calero tomb;Bln-5053;5099;39;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;n/a;Rojo, Kunst 1999;n/a;Rojo, Kunst 1999;n/a
S145;Spain;41,16792868;-2,510618272;1041960;4578559;Douro/Duero and Mondego basins;PeÒa de la Abuela;Rundgr‰ber & calero tomb;Bln-5054;5110;39;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;n/a;Rojo, Kunst 1999;n/a;Rojo, Kunst 1999;n/a
S145;Spain;41,16792868;-2,510618272;1041960;4578559;Douro/Duero and Mondego basins;PeÒa de la Abuela;Rundgr‰ber & calero tomb;KIA-4781;5050;50;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;n/a;Rojo, Kunst 1999;n/a;Rojo, Kunst 1999;n/a
S145;Spain;41,16792868;-2,510618272;1041960;4578559;Douro/Duero and Mondego basins;PeÒa de la Abuela;Rundgr‰ber & calero tomb;Bln-5056;4773;29;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;n/a;Zapatero 2015;n/a;Zapatero 2015;n/a
S146;Spain;42,3253;-2,4536;1039496;4706695;Ebro basin;PeÒa Guerra 2;Megalithic grave;CSIC-969;4750;30;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Chamber;Boaventura 2009;Lopez de Calle, Llarraza 1997;Boaventura 2009/Lopez de Calle, Llarraza 1997;n/a
S146;Spain;42,3253;-2,4536;1039496;4706695;Ebro basin;PeÒa Guerra 2;Megalithic grave;CSIC-626B;4640;60;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Chamber, level I;Boaventura 2009;Lopez de Calle, Llarraza 1997;Boaventura 2009/Lopez de Calle, Llarraza 1997;n/a
S146;Spain;42,3253;-2,4536;1039496;4706695;Ebro basin;PeÒa Guerra 2;Megalithic grave;CSIC-626A;4630;90;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Central chamber, level I;IDEArq.org;n/a;n/a;n/a
S146;Spain;42,3253;-2,4536;1039496;4706695;Ebro basin;PeÒa Guerra 2;Megalithic grave;CSIC-617B;3410;60;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Central chamber, level II;IDEArq.org;n/a;n/a;n/a
S147;Portugal;38,4398;-7,5501;626536;4255609;South;Perdigıes 1;Megalithic grave;Beta-327748;4060;30;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Human bone;n/a;Valera et al 2014/Emslie et al 2015;Valera et al 2014/Emslie et al 2015;Valera et al 2014/Emslie et al 2015/Lozano Medina 2017;n/a
S147;Portugal;38,4398;-7,5501;626536;4255609;South;Perdigıes 1;Megalithic grave;Beta-327747;4130;30;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Human bone;n/a;Valera et al 2014/Emslie et al 2015;Valera et al 2014/Emslie et al 2015;Valera et al 2014/Emslie et al 2015/Lozano Medina 2017;n/a
S147;Portugal;38,4398;-7,5501;626536;4255609;South;Perdigıes 1;Megalithic grave;Beta-237750;4030;40;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Human bone;n/a;Valera et al 2014/Emslie et al 2015;Valera et al 2014/Emslie et al 2015;Valera et al 2014/Emslie et al 2015/Lozano Medina 2017;n/a
S148;Portugal;38,4398;-7,5501;626536;4255609;South;Perdigıes 2;Megalithic grave;Beta-308789;3840;30;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Human bone;n/a;Valera et al 2014/Emslie et al 2015;Valera et al 2014/Emslie et al 2015;Valera et al 2014/Emslie et al 2015/Lozano Medina 2017;n/a
S148;Portugal;38,4398;-7,5501;626536;4255609;South;Perdigıes 2;Megalithic grave;Beta-308792;3890;30;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Human bone;n/a;Valera et al 2014/Emslie et al 2015;Valera et al 2014/Emslie et al 2015;Valera et al 2014/Emslie et al 2015/Lozano Medina 2017;n/a
S148;Portugal;38,4398;-7,5501;626536;4255609;South;Perdigıes 2;Megalithic grave;Beta-308793;3970;30;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Human bone;n/a;Valera et al 2014/Emslie et al 2015;Valera et al 2014/Emslie et al 2015;Valera et al 2014/Emslie et al 2015/Lozano Medina 2017;n/a
S148;Portugal;38,4398;-7,5501;626536;4255609;South;Perdigıes 2;Megalithic grave;Beta-308791;4090;30;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Human bone;n/a;Valera et al 2014/Emslie et al 2015;Valera et al 2014/Emslie et al 2015;Valera et al 2014/Emslie et al 2015/Lozano Medina 2017;n/a
S149;Portugal;40,9016;-7,8092;600297;4528516;Douro/Duero and Mondego basins;Picoto do Vasco;Passage grave;GrN-22816;3690;130;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;Basement atrium;Cruz et al 2003;n/a;Cruz et al 2003;n/a
S149;Portugal;40,9016;-7,8092;600297;4528516;Douro/Duero and Mondego basins;Picoto do Vasco;Passage grave;CSIC-1199;4988;31;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;Basement corridor;Cruz et al 2003;n/a;Cruz et al 2003;n/a
S149;Portugal;40,9016;-7,8092;600297;4528516;Douro/Duero and Mondego basins;Picoto do Vasco;Passage grave;GrN-22443;5140;40;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;Basement corridor;Cruz et al 2003;n/a;Cruz et al 2003;n/a
S149;Portugal;40,9016;-7,8092;600297;4528516;Douro/Duero and Mondego basins;Picoto do Vasco;Passage grave;CSIC-1221;5160;42;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;Basement corridor;Cruz et al 2003;n/a;Cruz et al 2003;n/a
S149;Portugal;40,9016;-7,8092;600297;4528516;Douro/Duero and Mondego basins;Picoto do Vasco;Passage grave;GrN-22817;5100;60;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;Basement corridor;Cruz et al 2003;n/a;Cruz et al 2003;n/a
S149;Portugal;40,9016;-7,8092;600297;4528516;Douro/Duero and Mondego basins;Picoto do Vasco;Passage grave;OxA-6910;4930;60;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;Corridor;Cruz et al 2003;n/a;Cruz et al 2003;n/a
S149;Portugal;40,9016;-7,8092;600297;4528516;Douro/Duero and Mondego basins;Picoto do Vasco;Passage grave;GrN-22815;4670;150;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;Corridor;Cruz et al 2003;n/a;Cruz et al 2003;n/a
S149;Portugal;40,9016;-7,8092;600297;4528516;Douro/Duero and Mondego basins;Picoto do Vasco;Passage grave;CSIC-1328;5124;30;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;Entrance chamber;Cruz et al 2003;n/a;Cruz et al 2003;n/a
S150;Spain;42,9421;-7,9714;583918;4754898;North;Ponte da Pedra;Megalithic grave;GrN-19216;2970;90;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;Ancient soil;Boaventura 2009;n/a;Boaventura 2009;n/a
S150;Spain;42,9421;-7,9714;583918;4754898;North;Ponte da Pedra;Megalithic grave;GrN-19217;5020;70;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;n/a;Boaventura 2009;n/a;Boaventura 2009;n/a
S150;Spain;42,9421;-7,9714;583918;4754898;North;Ponte da Pedra;Megalithic grave;GrN-19215;2565;45;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;Surface of the mound;Fabregas, Vilaseco, 2006;n/a;Fabregas, Vilaseco 2006;n/a
S151;Portugal;42,0732;-8,1063;573929;4658289;North;Portela do Pau 2;Dolmen;CSIC-1120;5131;28;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;n/a;Boaventura 2009;n/a;Boaventura 2009;n/a
S151;Portugal;42,0732;-8,1063;573929;4658289;North;Portela do Pau 2;Dolmen;CSIC-1119;5087;31;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;n/a;Boaventura 2009;n/a;Boaventura 2009;n/a
S151;Portugal;42,0732;-8,1063;573929;4658289;North;Portela do Pau 2;Dolmen;CSIC-1121;5435;44;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;n/a;Boaventura 2009;n/a;Boaventura 2009;n/a
S152;Spain;42,9642;-2,21806;1053197;4779207;North;Praalata;Dolmen;I-17195;4310;110;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;n/a;Cabal et al 2000, 131;n/a;Cabal et al 2000, 131;n/a
S152;Spain;42,9642;-2,21806;1053197;4779207;North;Praalata;Dolmen;GrA-18291;4470;70;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;n/a;Mujika Alustiza 2017, 95;n/a;Mujika Alustiza 2017, 95;n/a
S153;Portugal;38,8263;-9,4663;459523;4297604;Tagus and western basins;Praia das MaÁas;Tholos;OxA-5510;4395;60;-21,9;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Animal bone;Chamber, bone needle associated to schiffer plate;Cardoso, Soares 1995;n/a;Cardoso, Soares 1995;n/a
S153;Portugal;38,8263;-9,4663;459523;4297604;Tagus and western basins;Praia das MaÁas;Tholos;OxA-5509;4410;75;-20,9;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Animal bone;Chamber, bone needle associated to schiffer plate;Cardoso, Soares 1995;n/a;Cardoso, Soares 1995;n/a
S153;Portugal;38,8263;-9,4663;459523;4297604;Tagus and western basins;Praia das MaÁas;Tholos;H-2048;3640;60;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;n/a;Soares, Cabral 1984;Soares, Cabral 1984;Lozano Medina 2017;n/a
S153;Portugal;38,8263;-9,4663;459523;4297604;Tagus and western basins;Praia das MaÁas;Tholos;H-2049;4260;60;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;Chamber;Soares, Cabral 1984;n/a;Soares, Cabral 1984;n/a
S154;Spain;37,6129;-6,5368;717411;4165720;South;Puerto de los Huertos;Dolmen;CNA-342;4070;50;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;Tholos;Garcia Sanjuan et al 2011, Tab 3;Linares Catela, Garcia Sanjuan 2010;Linares Catela, Garcia Sanjuan 2010/Garcia Sanjuan et al 2011, Tab 3;n/a
S154;Spain;37,6129;-6,5368;717411;4165720;South;Puerto de los Huertos;Dolmen;CNA-341;3680;50;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;n/a;Linares, Garcia Sanjuan 2010;Linares, Garcia Sanjuan 2010;Lozano Medina 2017;n/a
S154;Spain;37,6129;-6,5368;717411;4165720;South;Puerto de los Huertos;Dolmen;CNA-344;3940;50;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;n/a;Linares, Garcia Sanjuan 2010;Linares, Garcia Sanjuan 2010;Lozano Medina 2017;n/a
S155;Spain;42,6753;-3,7206;932624;4738289;Ebro basin;Rebolledo;Megalithic grave;GrN-19569;5305;30;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Organic material;Burial, level 1/2;Boaventura 2009;Delibes de Castro, Rojo Guerra 1997 ;Boaventura 2009/Delibes de Castro, Rojo Guerra 1997 ;Geographic coordinates approximated
S155;Spain;42,6753;-3,7206;932624;4738289;Ebro basin;Rebolledo;Megalithic grave;GrN-19567;5075;40;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;Layer 3;Boaventura 2009;Delibes de Castro, Rojo Guerra 1997 ;Boaventura 2009/Delibes de Castro, Rojo Guerra 1997 ;Geographic coordinates approximated
S156;Portugal;39,7656;-8,368;554131;4401932;Tagus and western basins;Rego da Murta 1;Passage grave;Beta-190000;3640;40;-20,7;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Human bone;Chamber;Figueiredo 2006;n/a;Figueiredo 2006;n/a
S156;Portugal;39,7656;-8,368;554131;4401932;Tagus and western basins;Rego da Murta 1;Passage grave;Beta-189999;3510;40;-20,3;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Human bone;Chamber;Figueiredo 2006;n/a;Figueiredo 2006;n/a
S156;Portugal;39,7656;-8,368;554131;4401932;Tagus and western basins;Rego da Murta 1;Passage grave;Beta-190001;4520;40;-20;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Human bone;Chamber;Figueiredo 2006;n/a;Figueiredo 2006;n/a
S156;Portugal;39,7656;-8,368;554131;4401932;Tagus and western basins;Rego da Murta 1;Passage grave;Beta-189998;4490;60;-19,9;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Human bone;Chamber;Figueiredo 2006;n/a;Figueiredo 2006;n/a
S156;Portugal;39,7656;-8,368;554131;4401932;Tagus and western basins;Rego da Murta 1;Passage grave;Beta-190002;4370;40;-19,5;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Human bone;Chamber;Figueiredo 2006;n/a;Figueiredo 2006;n/a
S156;Portugal;39,7656;-8,368;554131;4401932;Tagus and western basins;Rego da Murta 1;Passage grave;Beta-190003;4400;40;-19,3;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Human bone;Chamber;Figueiredo 2006;n/a;Figueiredo 2006;n/a
S157;Portugal;39,7634;-8,3677;554158;4401688;Tagus and western basins;Rego da Murta 2;Passage grave;Beta-190007;4190;40;-19,8;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Human bone;Chamber;Figueiredo 2006;n/a;Figueiredo 2006;n/a
S157;Portugal;39,7634;-8,3677;554158;4401688;Tagus and western basins;Rego da Murta 2;Passage grave;Beta-190008;4060;50;-19,8;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Human bone;Chamber;Figueiredo 2006;n/a;Figueiredo 2006;n/a
S157;Portugal;39,7634;-8,3677;554158;4401688;Tagus and western basins;Rego da Murta 2;Passage grave;Beta-190004;4290;40;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Human bone;Chamber;Figueiredo 2006;n/a;Figueiredo 2006;n/a
S158;Portugal;38,693395;-9,372155;467635;4282818;Tagus and western basins;S. Pedro do Estoril 1;Rock-cut-tomb, artificial cave & hypogeum;Beta-178468;3790;40;-19,6;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Human bone;n/a;GonÁalves 2005;GonÁalves 2005;Lozano Medina 2017;n/a
S158;Portugal;38,693395;-9,372155;467635;4282818;Tagus and western basins;S. Pedro do Estoril 1;Rock-cut-tomb, artificial cave & hypogeum;Beta-178467;3830;40;-19,4;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Human bone;n/a;GonÁalves 2005;GonÁalves 2005;Lozano Medina 2017;n/a
S158;Portugal;38,693395;-9,372155;467635;4282818;Tagus and western basins;S. Pedro do Estoril 1;Rock-cut-tomb, artificial cave & hypogeum;Beta-188390;4270;40;-19;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Human bone;n/a;GonÁalves 2005;GonÁalves 2005;Lozano Medina 2017;n/a
S159;Portugal;38,693395;-9,372155;467635;4282818;Tagus and western basins;S. Pedro do Estoril 2;Rock-cut-tomb, artificial cave & hypogeum;Beta-178465;4090;40;-19,8;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Human bone;n/a;GonÁalves 2005;GonÁalves 2005;Lozano Medina 2017;n/a
S159;Portugal;38,693395;-9,372155;467635;4282818;Tagus and western basins;S. Pedro do Estoril 2;Rock-cut-tomb, artificial cave & hypogeum;Beta-188389;4090;40;-19,8;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Human bone;n/a;GonÁalves 2005;GonÁalves 2005;Lozano Medina 2017;n/a
S159;Portugal;38,693395;-9,372155;467635;4282818;Tagus and western basins;S. Pedro do Estoril 2;Rock-cut-tomb, artificial cave & hypogeum;Beta-178466;3850;40;-19,6;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Human bone;n/a;GonÁalves 2005;GonÁalves 2005;Lozano Medina 2017;n/a
S160;Spain;39,75;3,3033;1555474;4473090;East;SAigua Dolca;Dolmen;KIA-15224;3420;30;-19,4;8,1;n/a;n/a;n/a;n/a;intcal20;Meat and vegetables. Low indices of marine resources;Human bone;Chamber;Mico Perez  2005/Van Strydonck et al 2005;n/a;Mico Perez  2005/Van Strydonck et al 2005;n/a
S160;Spain;39,75;3,3033;1555474;4473090;East;SAigua Dolca;Dolmen;KIA-15223;3485;40;-19,6;9,4;n/a;n/a;n/a;n/a;intcal20;Meat and vegetables. Low indices of marine resources;Human bone;Chamber;Mico Perez  2005/Van Strydonck et al 2005;n/a;Mico Perez  2005/Van Strydonck et al 2005;n/a
S160;Spain;39,75;3,3033;1555474;4473090;East;SAigua Dolca;Dolmen;UtC-4739;3365;30;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;Meat and vegetables. Low indices of marine resources;Human bone;Chamber;Mico Perez  2005/Van Strydonck et al 2005;n/a;Mico Perez  2005/Van Strydonck et al 2005;n/a
S160;Spain;39,75;3,3033;1555474;4473090;East;SAigua Dolca;Dolmen;UtC-4736;3380;40;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;Meat and vegetables. Low indices of marine resources;Human bone;Chamber;Mico Perez  2005/Van Strydonck et al 2005;n/a;Mico Perez  2005/Van Strydonck et al 2005;n/a
